A11581,0,1,55,IMAGE,0,"A fruteful Predication or Sermon of D. Mart. Luth. concernynge matrimony , vpon this Texte , in the Epistle to the Hebrewes , in the xiij. Chapiter.","a fruitful predication or sermon of D. Mart. Luth. concern matrimony , upon this text , in the epistle to the hebrew , in the xiij. chapter."
A11581,1,1,55,IMAGE,0,"Wedlocke is to be had in honour , amonge all men , and the bedde vndefyled.","wedlock be to be have in honour , among all man , and the bed undefiled."
A11581,2,1,55,IMAGE,0,"As for hoorekepers and aduouterers , God shall iudge them.","as for hoorekeper and aduouterer , God shall judge they."
A11581,3,1,55,IMAGE,1,"<N0> T He estate of matrimony hath alwayes ben taken among discrete & vertuous me , yea also amonge the heathen , for an honourable and laudable lyfe , for reasonable & vertuous people , haue euen of very nature a delyte in it , when they see , that two personnes which are coupled in mariage , lyue together vertuously and in vnite , brynge vp theyr children in the feare of God , kepe them to vertuous nurtour , & honesty.","<N0> the the estate of matrimony have always be take among discrete and virtuous i , yea also among the heathen , for a honourable and laudable life , for reasonable and virtuous people , have even of very nature a delight in it , when they see , that two personnes which be couple in marriage , live together virtuous and in unite , bring up their child in the fear of God , keep they to virtuous nurtour , and honesty."
A11581,4,1,55,IMAGE,1,"And that the one succoureth the other in necessities and aydeth hym with worde and dede , and wherwith so euer he can.","and that the one succour the other in necessity and aid he with word and deed , and wherewith so ever he can."
A11581,5,1,55,IMAGE,1,"Contrarywyse , wha men lyue , withoute the estate of matrimony , in vnclenlynes , synne , and shame.","contrariwise , what man live , without the estate of matrimony , in vnclenlynes , sin , and shame."
A11581,6,1,56,IMAGE,1,"Remeber not theyr childre , nor brynge them vp in good nourtour , & yt ye one runeth this waye , and the other that waye , lyke noughtye packes , hauing no true loue nor faythfulnes together.","Remeber not their child , nor bring they up in good nourtour , and it you one rune this way , and the other that way , like naughty pack , have no true love nor faithfulness together."
A11581,7,1,56,IMAGE,1,"Suche a dissolute lyfe is reputed , of all reasonable and honest men , euen of nature , wicked , and very pernicious.","Suche a dissolute life be repute , of all reasonable and honest man , even of nature , wicked , and very pernicious."
A11581,8,1,56,IMAGE,2,"<N1> Notwithstondyng mense right well , howe the yonger sorte , and the commo people falleth awaye , and abhorreth the state of matrimony as an heauy intollerable burthen.","<N1> notwithstanding mense right well , how the young sort , and the common people fall away , and abhor the state of matrimony as a heavy intolerable burden."
A11581,9,1,56,IMAGE,2,"And suche wilde , careles persons , wyll alwayes more loue the dissolute and fre lyfe , then suche a paynefull , vertuous , and laudable lyfe in wedlocke.","and such wild , careless person , will always more love the dissolute and from life , than such a painful , virtuous , and laudable life in wedlock."
A11581,10,1,56,IMAGE,2,"Howe be it plages and punyshmentes ouertake them nowe a dayes very sore. for besides that that such persones without wedlocke , pollute themselues with synnes wilfully , & cause God to be enemy vnto themselues , they are also punysshed with bodely plages , that not onely money and goodes , doth waste away by suche people , but also they must paye for it in their skinnes.","Howe be it plague and punishment overtake they now a day very sore. for beside that that such person without wedlock , pollute themselves with sin wilful , and cause God to be enemy unto themselves , they be also punish with bodily plague , that not only money and good , do waste away by such people , but also they must pay for it in their skin."
A11581,11,1,56,IMAGE,2,"For in suche filthy lyuinge , reigne many maner of diseases and plages , sometyme open shame , and reuilynge , somtyme also murther , & other calamityes.","for in such filthy live , reign many manner of disease and plague , sometime open shame , and revil , sometime also murder , and other calamity."
A11581,12,1,57,IMAGE,3,"Of suche examples is the worlde full , whereby god sheweth a special earnest , that he wyll haue wedlock kepte pure , and vndespised.","of such example be the world full , whereby god show a special earnest , that he will have wedlock keep pure , and undespised."
A11581,13,1,57,IMAGE,3,But whereas some tyme suche teporal correctios followe not.,but whereas some time such teporal correctio follow not.
A11581,14,1,57,IMAGE,3,"And god permitteth the wicked persons , to go after their owne wyll , and to abyde in reputacion , and healthfull body , & great goodes , Euen there is surely a worse tourne to be attended , namely , the wrath and indignation , of God in the worlde to come and the euerlastynge damnation.","and god permit the wicked person , to go after their own will , and to abide in reputation , and healthful body , and great good , even there be sure a worse turn to be attend , namely , the wrath and indignation , of God in the world to come and the everlasting damnation."
A11581,15,1,57,IMAGE,4,"<N2> Lyke as nowe the madde yonge worlde abhorreth matrimony for suche free , wyllfull lyues sake.","<N2> like as now the mad young world abhor matrimony for such free , wilful life sake."
A11581,16,1,57,IMAGE,4,"Euen so is it manifeste of the other parte , that the Deuyll hath blyndedsome in suche wyse , that they , of mere holynes , lyke as the other of mere wilfulnes , haue despised matrimony , and chosen a dissolute lyfe without wedlocke.","Even so be it manifest of the other part , that the devil have blyndedsome in such wise , that they , of mere holiness , like as the other of mere wilfulness , have despise matrimony , and choose a dissolute life without wedlock."
A11581,17,1,57,IMAGE,4,"Accordyng as Saynt Paule hath prophecyed. <N3> i. Timo. iiij That it shall come so farre , that certeyne spirites of errour vnder the pretense of great holynes , shall forbidde matrimony.","accord as saint Paul have prophesy. <N3> i. Timo. iiij that it shall come so far , that certain spirit of error under the pretense of great holiness , shall forbid matrimony."
A11581,18,1,57,IMAGE,4,"As we se by the Pope , and all hys Byshoppes , Priestes , freares & Nonnes , whiche forswere matrimony , and wyll be called spirituall people , because they lyue without wedlocke and lyue not in a carnal state , as they iudge matrimony.","as we see by the pope , and all his bishop , priest , freare and nun , which forswear matrimony , and will be call spiritual people , because they live without wedlock and live not in a carnal state , as they judge matrimony."
A11581,19,1,58,IMAGE,4,"But in an angelicall or spirituall state , and haue called them selues alone spiritual for this cause , as though , thei which lyue in the state of matrimony , myght not be spiritual also , as well as they ?","but in a angelical or spiritual state , and have call they self alone spiritual for this cause , as though , they which live in the state of matrimony , may not be spiritual also , as well as they ?"
A11581,20,1,58,IMAGE,5,"This is the occasion , because that matrimony is so common , and hath no speciall regard before the world.","this be the occasion , because that matrimony be so common , and have no special regard before the world."
A11581,21,1,58,IMAGE,5,"Therfore haue the popes blessed , or they of the spiritualtie , refused suche slyghte common lyfe , and haue taken some speciall thynge before them , whiche myght be more regarded , then that a Citesen sitteth at home with hys wyfe fyndeth hys children and familie with soure labour , and doth suche lyke thynges , accordynge to hys vocation.","therefore have the pope bless , or they of the spiritualty , refuse such slyghte common life , and have take some special thing before they , which may be more regard , then that a Citesen sit at home with his wife find his child and family with sour labour , and do such like thing , accord to his vocation."
A11581,22,1,58,IMAGE,5,"For thys is the nature of the worlde , whatsoeuer is common , the same doth she not regarde.","for this be the nature of the world , whatsoever be common , the same do she not regard."
A11581,23,1,58,IMAGE,5,Agayn whatsoeuer is straunge and not common the same doth euery man couet to haue.,again whatsoever be strange and not common the same do every man covet to have.
A11581,24,1,58,IMAGE,5,"No man doth counte this for a special thinge , that the sunne shyneth euery daye. <N4> But whan the thicke darkenes continued so longe in Egypte , then did they learne vndoubtedly , & fynde fulwel , that the sunne and the brightnes thereof , is a glorious thynge , and a fayre great benefite.","no man do count this for a special thing , that the sun shine every day. <N4> but when the thick darkness continue so long in Egypt , then do they learn undoubted , and find fulwel , that the sun and the brightness thereof , be a glorious thing , and a fair great benefit."
A11581,25,1,59,IMAGE,5,"Also we counte it for no special grace when it rayneth. <N5> But when there came no rayne in the kyngdome of Israell , in the tyme of Elias , for the space of thre yeres , and a halfe , then dyd they learne , that it was a great benefite.","also we count it for no special grace when it rain. <N5> but when there come no rain in the kingdom of Israel , in the time of Elias , for the space of three year , and a half , then do they learn , that it be a great benefit."
A11581,26,1,59,IMAGE,6,"Euen so happeneth it vnto the holy state of matrimony , amonge the Papistes also , because it is suche a common state , that euery plowe man may come to it.","even so happen it unto the holy state of matrimony , among the papist also , because it be such a common state , that every plow man may come to it."
A11581,27,1,59,IMAGE,6,"Therfore haue the popes Spiritualtye despised suche a commo lyfe , and haue inuented and taken vpon them , a speciall and sundry lyfe , that myght seme to be of greater estimation , before the people.","therefore have the pope spiritualty despise such a common life , and have invent and take upon they , a special and sundry life , that may seem to be of great estimation , before the people."
A11581,28,1,59,IMAGE,6,"As Nicolaus de lyra sayth vpon the xij. chapiter of Daniel. <N6> That Antichriste shal not regarde the loue of women for thys cause , that he maye make to hym selfe a greater apearaunce of holynes.","as Nicolaus the lyra say upon the xij. chapter of Daniel. <N6> that Antichriste shall not regard the love of woman for this cause , that he may make to he self a great apearaunce of holiness."
A11581,29,1,59,IMAGE,6,"But what good ensueth thereof , it is euident.","but what good ensue thereof , it be evident."
A11581,30,1,59,IMAGE,6,"In so muche yt by reason we shoulde learne by theyr example , yt matrymony is a glorious and an holy lyfe. for as muche as they are punyshed with dyuers abhominable and horryble synnes , euen because that they contemne wedlocke. for they haue in no point so hole , agaynste all reason , and nature misused themselues as in this poynt.","in so much it by reason we shall learn by their example , it matrimony be a glorious and a holy life. for as much as they be punish with diverse abominable and horrible sin , even because that they contemn wedlock. for they have in no point so hole , against all reason , and nature misuse themselves as in this point."
A11581,31,1,59,IMAGE,7,"For as muche nowe , <N7> as the state of matrimony , is abhorred of the workemongers or ypocrytes , and rawe people in the world , & is couted , either for a como & vnholy , or els for a hard & straight lyfe.","for as much now , <N7> as the state of matrimony , be abhor of the workemonger or hypocrite , and raw people in the world , and be cout , either for a common and unholy , or else for a hard and straight life."
A11581,32,1,60,IMAGE,7,"So is it necessarye , to obtayne out of the worde of god , a right vnderstoding of matrimony , and to teache agaynst suche false opinions what god speaketh of the lyfe of matrimony.","So be it necessary , to obtain out of the word of god , a right vnderstode of matrimony , and to teach against such false opinion what god speak of the life of matrimony."
A11581,33,1,60,IMAGE,7,"To thintet that first the yonge people may learne , wherfore matrimony is to be taken.","to thintet that first the young people may learn , wherefore matrimony be to be take."
A11581,34,1,60,IMAGE,7,"After that , that they may knowe also , howe they shall behaue the selues therein.","after that , that they may know also , how they shall behave the self therein."
A11581,35,1,60,IMAGE,7,So that men abide not onely by that that the worlde speaketh & holdeth thereof with her madde sainctes.,so that man abide not only by that that the world speak and hold thereof with her mad saint.
A11581,36,1,60,IMAGE,7,"But that whiche god and hys worde , speketh therof.","but that which god and his word , speak thereof."
A11581,37,1,60,IMAGE,7,"Albe it , that the holy scripture is full of such sentences , where in the state of matrimony is highly praysed. yet wyl we neuertheles nowe at thys tyme abyde by this sayenge.","albeit it , that the holy scripture be full of such sentence , where in the state of matrimony be high praise. yet will we nevertheless now at this time abide by this say."
A11581,38,1,60,IMAGE,7,"Hebre. xiij , whiche soundeth thus.","Hebre. xiij , which sound thus."
A11581,39,1,60,IMAGE,8,"Vvedlocke is to be had in honour , amonge all men , & the bed vndefyled.","wedlock be to be have in honour , among all man , and the bed undefiled."
A11581,40,1,60,IMAGE,8,"As for hoore kepers , and aduouterers , God shall iudge them.","as for hoore keeper , and aduouterer , God shall judge they."
A11581,41,1,60,IMAGE,9,"This sentence is good and shorte , whiche besydes that , <N8> that she speaketh greatly in the prayse of matrimony , & threateneth those sore , that despise matrimony , maketh also an after thynkyng , why and wherfore he wyll haue this matrimony had in such honour.","this sentence be good and short , which beside that , <N8> that she speak great in the praise of matrimony , and threaten those sore , that despise matrimony , make also a after think , why and wherefore he will have this matrimony have in such honour."
A11581,42,1,60,IMAGE,9,Notwitbstandynge that it is so despysed and abhorred in the worlde.,notwitbstandynge that it be so despise and abhor in the world.
A11581,43,1,61,IMAGE,9,And ye meanyng of thys sentence is this.,and you meaning of this sentence be this.
